dataset,pool_name,model,test_mae,test_rmse,test_direction_acc,train_mae,train_rmse,train_direction_acc
gusd_self_built_historical,gusd,LSTM (PyTorch),2.5260987379555186,3.2260417694918075,49.6124031007752,1.695150432959831,2.058943234172242,70.91836734693877
gusd_self_built_historical,gusd,Transformer (PyTorch),2.243094313625413,2.751796228548848,50.3875968992248,2.1963633229617123,2.704676325330221,50.34013605442177
gusd_self_built_historical,gusd,QNN (PyTorch+PennyLane),2.300308941228377,2.8604869850894996,46.51162790697674,2.0921294042104006,2.5772315502418155,57.82312925170068
gusd_self_built_historical,gusd,QSVM-QNN (PyTorch+PennyLane),2.265304229121813,2.8127663174105004,51.93798449612403,2.182794818825707,2.68810690660073,52.38095238095239
hbtc_batch_historical,hbtc,Random Forest,1.7644809408778437,2.179331380823395,66.01307189542483,0.7911900648397028,1.0234063545740233,88.56209150326796
hbtc_batch_historical,hbtc,XGBoost,1.767775961584827,2.235091041211683,69.93464052287581,0.007989159112363925,0.012041207045407683,99.83660130718954
hbtc_batch_historical,hbtc,LSTM (PyTorch),2.3485208110593727,3.0036611974237446,55.03875968992248,1.5258644574107922,1.935457271507194,72.78911564625851
hbtc_batch_historical,hbtc,Transformer (PyTorch),2.111052414112332,2.605205022130731,48.06201550387597,2.1363364208637754,2.699785005430472,58.16326530612245
hbtc_batch_historical,hbtc,QNN (PyTorch+PennyLane),2.173878221656389,2.7015261387909786,44.96124031007752,2.042733162063379,2.5758876798947163,58.673469387755105
hbtc_batch_historical,hbtc,QSVM-QNN (PyTorch+PennyLane),2.1342930162954468,2.6611189859385886,54.263565891472865,2.1608130326444224,2.740444924419774,54.761904761904766
hbtc_comprehensive_free_historical,hbtc,Random Forest,1.7644809408778437,2.1793313808233945,66.01307189542483,0.7911900648397028,1.0234063545740233,88.56209150326796
hbtc_comprehensive_free_historical,hbtc,XGBoost,1.767775961584827,2.235091041211683,69.93464052287581,0.007989159112363925,0.012041207045407683,99.83660130718954
hbtc_comprehensive_free_historical,hbtc,LSTM (PyTorch),2.295297946801056,2.8739859566827506,46.51162790697674,1.606990453228417,2.0272578395269094,73.12925170068027
hbtc_comprehensive_free_historical,hbtc,Transformer (PyTorch),2.1522160397331267,2.6814254668760085,49.6124031007752,2.1352118158538675,2.6826778041474935,56.292517006802726
hbtc_comprehensive_free_historical,hbtc,QNN (PyTorch+PennyLane),2.1973799199847672,2.713399440080411,44.96124031007752,2.0667364916394924,2.61224260639538,59.183673469387756
hbtc_comprehensive_free_historical,hbtc,QSVM-QNN (PyTorch+PennyLane),2.180712811290126,2.6905487489640687,55.03875968992248,2.15180880752148,2.7359242684147085,54.08163265306123
hbtc_self_built_historical,hbtc,Random Forest,1.7644809408778437,2.179331380823395,66.01307189542483,0.7911900648397029,1.0234063545740235,88.56209150326796
hbtc_self_built_historical,hbtc,XGBoost,1.767775961584827,2.235091041211683,69.93464052287581,0.007989159112363925,0.012041207045407683,99.83660130718954
hbtc_self_built_historical,hbtc,LSTM (PyTorch),2.3526543863239993,2.9776197918990137,54.263565891472865,1.6044774307216891,2.0107594762799335,71.42857142857143
hbtc_self_built_historical,hbtc,Transformer (PyTorch),2.107011952920797,2.616714430071383,40.310077519379846,2.181899784677361,2.7587066717844326,56.80272108843537
hbtc_self_built_historical,hbtc,QNN (PyTorch+PennyLane),2.24902781527922,2.7602022344122514,47.286821705426355,2.0309449646755735,2.549737307008141,62.585034013605444
hbtc_self_built_historical,hbtc,QSVM-QNN (PyTorch+PennyLane),2.1670550668879294,2.6953333438342097,55.03875968992248,2.160679724755275,2.738474913855739,53.57142857142857
husd_batch_historical,husd,Random Forest,2.024501433851649,2.5878937871149668,74.50980392156863,0.8403528907739795,1.0591758870162074,89.37908496732027
husd_batch_historical,husd,XGBoost,1.981025866649213,2.5763099619568632,73.20261437908496,0.008402150825088212,0.012102613404284245,100.0
husd_batch_historical,husd,LSTM (PyTorch),3.1261499396223527,4.044132485499069,58.91472868217055,1.441872700352175,1.8185970334200343,78.06122448979592
husd_batch_historical,husd,Transformer (PyTorch),2.673957167537569,3.362364347885773,51.162790697674424,2.2720227987744863,2.8704187299278074,54.761904761904766
husd_batch_historical,husd,QNN (PyTorch+PennyLane),2.9418290278176635,3.6483788613570627,43.41085271317829,2.1669191010765814,2.732449339617721,61.224489795918366
husd_batch_historical,husd,QSVM-QNN (PyTorch+PennyLane),2.6910476231616154,3.37219700833799,48.837209302325576,2.268746605448764,2.890195274369699,53.40136054421769
husd_comprehensive_free_historical,husd,Random Forest,2.024501433851649,2.5878937871149668,74.50980392156863,0.8403528907739795,1.0591758870162074,89.37908496732027
husd_comprehensive_free_historical,husd,XGBoost,1.981025866649213,2.5763099619568632,73.20261437908496,0.008402150825088212,0.012102613404284245,100.0
husd_comprehensive_free_historical,husd,LSTM (PyTorch),3.1596873332653566,3.9747866295709975,54.263565891472865,1.5719363794462333,1.9682564395638729,73.80952380952381
husd_comprehensive_free_historical,husd,Transformer (PyTorch),2.645491997110983,3.3430127107557213,58.139534883720934,2.250563446455418,2.8276520475953175,56.63265306122449
husd_comprehensive_free_historical,husd,QNN (PyTorch+PennyLane),2.7544810798303416,3.5206086333653146,54.263565891472865,2.106466759812326,2.6485425807678196,61.224489795918366
husd_comprehensive_free_historical,husd,QSVM-QNN (PyTorch+PennyLane),2.6840865633741324,3.3690033209349446,48.837209302325576,2.269649083303406,2.884777956579743,53.40136054421769
husd_self_built_historical,husd,Random Forest,2.024501433851649,2.5878937871149668,74.50980392156863,0.8403528907739796,1.0591758870162074,89.37908496732027
husd_self_built_historical,husd,XGBoost,1.981025866649213,2.5763099619568632,73.20261437908496,0.008402150825088212,0.012102613404284245,100.0
husd_self_built_historical,husd,LSTM (PyTorch),3.1513560260201365,4.03730846687258,54.263565891472865,1.505251927363829,1.8876717012123816,79.76190476190477
husd_self_built_historical,husd,Transformer (PyTorch),2.678624159605655,3.367193614501711,51.162790697674424,2.2788761110030777,2.8784801276134897,46.59863945578231
husd_self_built_historical,husd,QNN (PyTorch+PennyLane),2.8501722929846505,3.613079403289185,44.96124031007752,2.071143167874482,2.6243566031350283,64.79591836734694
husd_self_built_historical,husd,QSVM-QNN (PyTorch+PennyLane),2.671323648805262,3.3574144456469397,48.837209302325576,2.265784365576983,2.8764222225176757,53.40136054421769
ironbank_batch_historical,ironbank,Random Forest,1.7139926008560786,2.146311237254084,67.3202614379085,0.8404393184188277,1.0629906952453254,90.52287581699346
ironbank_batch_historical,ironbank,XGBoost,1.7178472744120614,2.179830941377748,68.62745098039215,0.006722130824466417,0.010570863852061196,100.0
ironbank_batch_historical,ironbank,LSTM (PyTorch),2.482751156600847,3.0989305649049186,44.18604651162791,1.5698004700335435,1.9753263827274932,75.0
ironbank_batch_historical,ironbank,Transformer (PyTorch),2.085048289399783,2.6173450799611104,46.51162790697674,2.079036165445404,2.6663291888011287,63.26530612244898
ironbank_batch_historical,ironbank,QNN (PyTorch+PennyLane),2.25107654282892,2.78608360875122,41.08527131782946,2.0706832579698236,2.617427792249738,64.28571428571429
ironbank_batch_historical,ironbank,QSVM-QNN (PyTorch+PennyLane),1.9545214701458242,2.479876152727436,55.03875968992248,2.234436893793752,2.811461743100231,51.87074829931972
