dataset,pool_name,model,test_mae,test_rmse,test_direction_acc,train_mae,train_rmse,train_direction_acc
gusd_self_built_historical,gusd,LSTM (PyTorch),2.5260987379555186,3.2260417694918075,49.6124031007752,1.695150432959831,2.058943234172242,70.91836734693877
gusd_self_built_historical,gusd,Transformer (PyTorch),2.243094313625413,2.751796228548848,50.3875968992248,2.1963633229617123,2.704676325330221,50.34013605442177
gusd_self_built_historical,gusd,QNN (PyTorch+PennyLane),2.300308941228377,2.8604869850894996,46.51162790697674,2.0921294042104006,2.5772315502418155,57.82312925170068
gusd_self_built_historical,gusd,QSVM-QNN (PyTorch+PennyLane),2.265304229121813,2.8127663174105004,51.93798449612403,2.182794818825707,2.68810690660073,52.38095238095239
hbtc_batch_historical,hbtc,Random Forest,1.7644809408778437,2.179331380823395,66.01307189542483,0.7911900648397028,1.0234063545740233,88.56209150326796
hbtc_batch_historical,hbtc,XGBoost,1.767775961584827,2.235091041211683,69.93464052287581,0.007989159112363925,0.012041207045407683,99.83660130718954
hbtc_batch_historical,hbtc,LSTM (PyTorch),2.3485208110593727,3.0036611974237446,55.03875968992248,1.5258644574107922,1.935457271507194,72.78911564625851
hbtc_batch_historical,hbtc,Transformer (PyTorch),2.111052414112332,2.605205022130731,48.06201550387597,2.1363364208637754,2.699785005430472,58.16326530612245
hbtc_batch_historical,hbtc,QNN (PyTorch+PennyLane),2.173878221656389,2.7015261387909786,44.96124031007752,2.042733162063379,2.5758876798947163,58.673469387755105
hbtc_batch_historical,hbtc,QSVM-QNN (PyTorch+PennyLane),2.1342930162954468,2.6611189859385886,54.263565891472865,2.1608130326444224,2.740444924419774,54.761904761904766
hbtc_comprehensive_free_historical,hbtc,Random Forest,1.7644809408778437,2.1793313808233945,66.01307189542483,0.7911900648397028,1.0234063545740233,88.56209150326796
hbtc_comprehensive_free_historical,hbtc,XGBoost,1.767775961584827,2.235091041211683,69.93464052287581,0.007989159112363925,0.012041207045407683,99.83660130718954
hbtc_comprehensive_free_historical,hbtc,LSTM (PyTorch),2.295297946801056,2.8739859566827506,46.51162790697674,1.606990453228417,2.0272578395269094,73.12925170068027
hbtc_comprehensive_free_historical,hbtc,Transformer (PyTorch),2.1522160397331267,2.6814254668760085,49.6124031007752,2.1352118158538675,2.6826778041474935,56.292517006802726
hbtc_comprehensive_free_historical,hbtc,QNN (PyTorch+PennyLane),2.1973799199847672,2.713399440080411,44.96124031007752,2.0667364916394924,2.61224260639538,59.183673469387756
hbtc_comprehensive_free_historical,hbtc,QSVM-QNN (PyTorch+PennyLane),2.180712811290126,2.6905487489640687,55.03875968992248,2.15180880752148,2.7359242684147085,54.08163265306123
